dise dist|dise block|dise_cluster|klp dist|klp block|klp_cluster|check
belgaum|soundatti|sattigeri|belgaum|soundatti|sattigeri|713|1.0
belgaum|soundatti|shivapur|belgaum|soundatti|shivapur|714|1.0
belgaum|soundatti|yargatti|belgaum|soundatti|yargatti|712|1.0
belgaum chikkodi|athani|aigali|belgaum chikkodi|athani|aigali|3093|1.0
belgaum chikkodi|athani|anantpur|belgaum chikkodi|athani|anantpur|3077|1.0
belgaum chikkodi|athani|athani|belgaum chikkodi|athani|athani|3085|1.0
belgaum chikkodi|athani|balligeri|belgaum chikkodi|athani|balligeri|3087|1.0
belgaum chikkodi|athani|gundewadi|belgaum chikkodi|athani|gundewadi|3086|1.0
belgaum chikkodi|athani|halyal|belgaum chikkodi|athani|halyal|3089|1.0
belgaum chikkodi|athani|kakamari|belgaum chikkodi|athani|kakamari|3078|1.0
belgaum chikkodi|athani|kokatnoor|belgaum chikkodi|athani|kokatnoor|3092|1.0
belgaum chikkodi|athani|madhabhavi|belgaum chikkodi|athani|madhabhavi|3079|1.0
belgaum chikkodi|athani|nandgaon|belgaum chikkodi|athani|nandgaon|3091|1.0
belgaum chikkodi|athani|sankonatti|belgaum chikkodi|athani|sankonatti|3084|1.0
belgaum chikkodi|athani|satti|belgaum chikkodi|athani|satti|3081|1.0
belgaum chikkodi|athani|shankarhatti|belgaum chikkodi|athani|shankarhatti|3082|1.0
belgaum chikkodi|athani|telsang|belgaum chikkodi|athani|telsang|3083|1.0
belgaum chikkodi|chikodi|ankali|belgaum chikkodi|chikodi|ankali|3099|1.0
belgaum chikkodi|chikodi|examba|belgaum chikkodi|chikodi|examba|3100|1.0
belgaum chikkodi|chikodi|hirekodi|belgaum chikkodi|chikodi|hirekodi|3105|1.0
belgaum chikkodi|chikodi|kabbur|belgaum chikkodi|chikodi|kabbur|3103|1.0
belgaum chikkodi|chikodi|karoshi|belgaum chikkodi|chikodi|karoshi|3102|1.0
belgaum chikkodi|chikodi|khadaklat|belgaum chikkodi|chikodi|khadaklat|3096|1.0
belgaum chikkodi|chikodi|kothali|belgaum chikkodi|chikodi|kothali|3097|1.0
belgaum chikkodi|chikodi|majalatti|belgaum chikkodi|chikodi|majalatti|3101|1.0
belgaum chikkodi|chikodi|nagar munoli|belgaum chikkodi|chikodi|nagar munoli|3104|1.0
belgaum chikkodi|chikodi|pattankudi|belgaum chikkodi|chikodi|pattankudi|3095|1.0
belgaum chikkodi|chikodi|shiraguppi|belgaum chikkodi|chikodi|shiraguppi|3094|1.0
belgaum chikkodi|chikodi|yadur|belgaum chikkodi|chikodi|yadur|3098|1.0
belgaum chikkodi|gokak|konnur|belgaum chikkodi|gokak|konnur|3112|1.0
belgaum chikkodi|hukkeri|bellad bagewadi|belgaum chikkodi|hukkeri|bellad bagewadi|3114|1.0
belgaum chikkodi|hukkeri|daddi|belgaum chikkodi|hukkeri|daddi|3115|1.0
belgaum chikkodi|hukkeri|hattargi|belgaum chikkodi|hukkeri|hattargi|3116|1.0
belgaum chikkodi|hukkeri|hebbal|belgaum chikkodi|hukkeri|hebbal|3118|1.0
belgaum chikkodi|hukkeri|hidakal dam|belgaum chikkodi|hukkeri|hidakal dam|3117|1.0
belgaum chikkodi|hukkeri|kanagala|belgaum chikkodi|hukkeri|kanagala|3119|1.0
belgaum chikkodi|hukkeri|pachapur|belgaum chikkodi|hukkeri|pachapur|3120|1.0
belgaum chikkodi|hukkeri|sankeshwar|belgaum chikkodi|hukkeri|sankeshwar|3121|1.0
belgaum chikkodi|hukkeri|shirgaon|belgaum chikkodi|hukkeri|shirgaon|3122|1.0
belgaum chikkodi|kagwad|ainapur|belgaum chikkodi|kagwad|ainapur|3142|1.0
belgaum chikkodi|kagwad|kagwad|belgaum chikkodi|kagwad|kagwad|3141|1.0
belgaum chikkodi|kagwad|mangasuli(marathi)|belgaum chikkodi|kagwad|mangasuli(marathi)|3145|1.0
belgaum chikkodi|kagwad|mole|belgaum chikkodi|kagwad|mole|3143|1.0
belgaum chikkodi|kagwad|ugar bk|belgaum chikkodi|kagwad|ugar bk|3144|1.0
belgaum chikkodi|mudalgi|betageri|belgaum chikkodi|mudalgi|betageri|3152|1.0
belgaum chikkodi|mudalgi|ghataprabha|belgaum chikkodi|mudalgi|ghataprabha|3147|1.0
belgaum chikkodi|mudalgi|kalloli|belgaum chikkodi|mudalgi|kalloli|3146|1.0
belgaum chikkodi|mudalgi|kulgod|belgaum chikkodi|mudalgi|kulgod|3149|1.0
belgaum chikkodi|mudalgi|mudalgi|belgaum chikkodi|mudalgi|mudalgi|3150|1.0
belgaum chikkodi|mudalgi|shivapur|belgaum chikkodi|mudalgi|shivapur|3151|1.0
belgaum chikkodi|mudalgi|waderatti|belgaum chikkodi|mudalgi|waderatti|3148|1.0
belgaum chikkodi|nippani|akkol|belgaum chikkodi|nippani|akkol|3129|1.0
belgaum chikkodi|nippani|benadi|belgaum chikkodi|nippani|benadi|3123|1.0
belgaum chikkodi|nippani|bhoj|belgaum chikkodi|nippani|bhoj|3130|1.0
belgaum chikkodi|nippani|borgaon|belgaum chikkodi|nippani|borgaon|3126|1.0
belgaum chikkodi|nippani|galatga|belgaum chikkodi|nippani|galatga|3124|1.0
belgaum chikkodi|nippani|karadga|belgaum chikkodi|nippani|karadga|3127|1.0
belgaum chikkodi|nippani|kognoli|belgaum chikkodi|nippani|kognoli|3340|1.0
belgaum chikkodi|nippani|sadalaga|belgaum chikkodi|nippani|sadalaga|3125|1.0
belgaum chikkodi|nippani|soundalga|belgaum chikkodi|nippani|soundalga|3128|1.0
belgaum chikkodi|raibag|bhendawad|belgaum chikkodi|raibag|bhendawad|3136|1.0
belgaum chikkodi|raibag|chinchali|belgaum chikkodi|raibag|chinchali|3138|1.0
belgaum chikkodi|raibag|handigund|belgaum chikkodi|raibag|handigund|3140|1.0
belgaum chikkodi|raibag|harugeri|belgaum chikkodi|raibag|harugeri|3133|1.0
belgaum chikkodi|raibag|kudchi|belgaum chikkodi|raibag|kudchi|3135|1.0
belgaum chikkodi|raibag|mugalkhod|belgaum chikkodi|raibag|mugalkhod|3134|1.0
belgaum chikkodi|raibag|naslapur|belgaum chikkodi|raibag|naslapur|3132|1.0
belgaum chikkodi|raibag|nidagundi|belgaum chikkodi|raibag|nidagundi|3137|1.0
belgaum chikkodi|raibag|paramanandwadi|belgaum chikkodi|raibag|paramanandwadi|3139|1.0
bellary|bellary east|andral|bellary|bellary east|andral|1591|1.0
bellary|bellary east|banapura|bellary|bellary east|banapura|1598|1.0
bellary|bellary east|dammur|bellary|bellary east|dammur|1586|1.0
bellary|bellary east|halakundi|bellary|bellary east|halakundi|1595|1.0
bellary|bellary east|kakarlathota|bellary|bellary east|kakarlathota|1597|1.0
bellary|bellary east|kambli bazar bly|bellary|bellary east|kambli bazar bly|1596|1.0
bellary|bellary east|kappgal road bellary|bellary|bellary east|kappgal road bellary|1592|1.0
bellary|bellary east|korlagundi|bellary|bellary east|korlagundi|1593|1.0
bellary|bellary east|moka|bellary|bellary east|moka|1594|1.0
bellary|bellary east|patelanagar bellary|bellary|bellary east|patelanagar bellary|1587|1.0
bellary|bellary east|rupanagudi|bellary|bellary east|rupanagudi|1585|1.0
bellary|bellary east|sidiginamola|bellary|bellary east|sidiginamola|1590|1.0
bellary|bellary east|sirivara|bellary|bellary east|sirivara|9192|1.0
bellary|bellary east|s.r.colony bellary|bellary|bellary east|s.r.colony bellary|1589|1.0
bellary|bellary west|bandihatti bellary|bellary|bellary west|bandihatti bellary|1506|1.0
bellary|bellary west|emmiganur|bellary|bellary west|emmiganur|1494|1.0
bellary|bellary west|fort bellary|bellary|bellary west|fort bellary|1508|1.0
bellary|bellary west|genikehal|bellary|bellary west|genikehal|1504|1.0
bellary|bellary west|indiranagar,bellary|bellary|bellary west|indiranagar,bellary|1496|1.0
bellary|bellary west|kallukamba|bellary|bellary west|kallukamba|1509|1.0
bellary|bellary west|koluru|bellary|bellary west|koluru|1505|1.0
bellary|bellary west|kudithini|bellary|bellary west|kudithini|1499|1.0
bellary|bellary west|kurugodu|bellary|bellary west|kurugodu|1500|1.0
bellary|bellary west|parvathi nagar bly|bellary|bellary west|parvathi nagar bly|1507|1.0
bellary|bellary west|p.r.st.c.b.bellary|bellary|bellary west|p.r.st.c.b.bellary|1501|1.0
bellary|bellary west|siddamman halli|bellary|bellary west|siddamman halli|9193|1.0
bellary|hadagali|hagaranooru|bellary|hadagali|hagaranooru|9194|1.0
bellary|hadagali|hire hadagali|bellary|hadagali|hire hadagali|1512|1.0
bellary|hadagali|hire mallanakeri|bellary|hadagali|hire mallanakeri|9195|1.0
bellary|hadagali|holalu|bellary|hadagali|holalu|1513|1.0
bellary|hadagali|huvina hadagali(a)|bellary|hadagali|huvina hadagali(a)|1514|1.0
bellary|hadagali|ittigi|bellary|hadagali|ittigi|1515|1.0
bellary|hadagali|kathe bennur|bellary|hadagali|kathe bennur|1516|1.0
bellary|hadagali|mylara|bellary|hadagali|mylara|1517|1.0
bellary|hadagali|nagathi basapura|bellary|hadagali|nagathi basapura|1518|1.0
bellary|hadagali|sogi|bellary|hadagali|sogi|1519|1.0
bellary|hadagali|sovena halli|bellary|hadagali|sovena halli|1520|1.0
bellary|hagaribommanahalli|bachigondana halli|bellary|hagaribommanahalli|bachigondana halli|1522|1.0
bellary|hagaribommanahalli|bannikal|bellary|hagaribommanahalli|bannikal|1523|1.0
bellary|hagaribommanahalli|dashamapura|bellary|hagaribommanahalli|dashamapura|9196|1.0
bellary|hagaribommanahalli|hampapattana|bellary|hagaribommanahalli|hampapattana|9197|1.0
bellary|hagaribommanahalli|hampasagara|bellary|hagaribommanahalli|hampasagara|9198|1.0
bellary|hagaribommanahalli|hansi|bellary|hagaribommanahalli|hansi|1525|1.0
bellary|hagaribommanahalli|h.b. halli|bellary|hagaribommanahalli|h.b. halli|1524|1.0
bellary|hagaribommanahalli|kogali|bellary|hagaribommanahalli|kogali|1526|1.0
bellary|hagaribommanahalli|marabbihal|bellary|hagaribommanahalli|marabbihal|1527|1.0
bellary|hagaribommanahalli|morigeri|bellary|hagaribommanahalli|morigeri|1528|1.0
bellary|hagaribommanahalli|nandipura|bellary|hagaribommanahalli|nandipura|9199|1.0
bellary|hagaribommanahalli|rama nagara|bellary|hagaribommanahalli|rama nagara|1529|1.0
bellary|hagaribommanahalli|thambra halli|bellary|hagaribommanahalli|thambra halli|1530|1.0
bellary|hospet|ananthasayana gudi|bellary|hospet|ananthasayana gudi|1533|1.0
bellary|hospet|chilakana hatti|bellary|hospet|chilakana hatti|1535|1.0
bellary|hospet|deva samudra|bellary|hospet|deva samudra|1536|1.0
bellary|hospet|g.nagalapura|bellary|hospet|g.nagalapura|9200|1.0
bellary|hospet|hanumanahalli|bellary|hospet|hanumanahalli|1546|1.0
bellary|hospet|kariganur|bellary|hospet|kariganur|9201|1.0
bellary|hospet|k.g.s. hospet|bellary|hospet|k.g.s. hospet|1537|1.0
bellary|hospet|malapana gudi|bellary|hospet|malapana gudi|1538|1.0
bellary|hospet|mariyammana halli|bellary|hospet|mariyammana halli|1539|1.0
bellary|hospet|metri|bellary|hospet|metri|1540|1.0
bellary|hospet|papinayakana hall|bellary|hospet|papinayakana hall|1541|1.0
bellary|hospet|s.s.kamalapura|bellary|hospet|s.s.kamalapura|9202|1.0
bellary|hospet|suggenahalli|bellary|hospet|suggenahalli|9203|1.0
bellary|hospet|t.c.kamalapura|bellary|hospet|t.c.kamalapura|1543|1.0
bellary|kudligi|alur|bellary|kudligi|alur|1548|1.0
bellary|kudligi|chandrasekhara pura|bellary|kudligi|chandrasekhara pura|1549|1.0
bellary|kudligi|chikka jogi halli|bellary|kudligi|chikka jogi halli|1550|1.0
bellary|kudligi|chirathagundu|bellary|kudligi|chirathagundu|9204|1.0
bellary|kudligi|chiribi|bellary|kudligi|chiribi|9205|1.0
bellary|kudligi|chowdapura|bellary|kudligi|chowdapura|9206|1.0
bellary|kudligi|gachinamatt kottur|bellary|kudligi|gachinamatt kottur|1554|1.0
bellary|kudligi|gajapura|bellary|kudligi|gajapura|1555|1.0
bellary|kudligi|hosa halli|bellary|kudligi|hosa halli|1556|1.0
bellary|kudligi|hudem|bellary|kudligi|hudem|1557|1.0
bellary|kudligi|hurlihal|bellary|kudligi|hurlihal|1558|1.0
bellary|kudligi|jagatagere|bellary|kudligi|jagatagere|9207|1.0
bellary|kudligi|k.iyana halli|bellary|kudligi|k.iyana halli|1559|1.0
bellary|kudligi|kulumehatti|bellary|kudligi|kulumehatti|9208|1.0
bellary|kudligi|mahadevapura|bellary|kudligi|mahadevapura|1562|1.0
bellary|kudligi|m.b. iyyana halli|bellary|kudligi|m.b. iyyana halli|1561|1.0
bellary|kudligi|nagaraja kottur|bellary|kudligi|nagaraja kottur|9209|1.0
bellary|kudligi|nagarakatte|bellary|kudligi|nagarakatte|1547|1.0
bellary|kudligi|sollamma mandira|bellary|kudligi|sollamma mandira|1563|1.0
bellary|sandur|bandri|bellary|sandur|bandri|1566|1.0
bellary|sandur|bhujanga nagar|bellary|sandur|bhujanga nagar|1567|1.0
bellary|sandur|bomma gatta|bellary|sandur|bomma gatta|1568|1.0
bellary|sandur|chornur|bellary|sandur|chornur|1569|1.0
bellary|sandur|gollalingammanahalli|bellary|sandur|gollalingammanahalli|9210|1.0
bellary|sandur|krishnanagara|bellary|sandur|krishnanagara|9211|1.0
bellary|sandur|lakshmipura|bellary|sandur|lakshmipura|1570|1.0
bellary|sandur|metriki|bellary|sandur|metriki|9212|1.0
bellary|sandur|tharanagara|bellary|sandur|tharanagara|1564|1.0
bellary|sandur|thoranagal|bellary|sandur|thoranagal|1571|1.0
bellary|sandur|vittalapura|bellary|sandur|vittalapura|1572|1.0
bellary|sandur|yashvanthnagara|bellary|sandur|yashvanthnagara|1565|1.0
bellary|siruguppa|darur|bellary|siruguppa|darur|1575|1.0
bellary|siruguppa|hatcholli|bellary|siruguppa|hatcholli|1577|1.0
bellary|siruguppa|k belgal|bellary|siruguppa|k belgal|9213|1.0
bellary|siruguppa|kenchanagudda|bellary|siruguppa|kenchanagudda|9214|1.0
bellary|siruguppa|kudarhal|bellary|siruguppa|kudarhal|9215|1.0
bellary|siruguppa|m suguru|bellary|siruguppa|m suguru|9216|1.0
bellary|siruguppa|nadanga|bellary|siruguppa|nadanga|1578|1.0
bellary|siruguppa|raravi|bellary|siruguppa|raravi|1580|1.0
bellary|siruguppa|sirigeri|bellary|siruguppa|sirigeri|1581|1.0
bellary|siruguppa|talur|bellary|siruguppa|talur|9217|1.0
bellary|siruguppa|tekkalakote|bellary|siruguppa|tekkalakote|1579|1.0
bellary|siruguppa|u hosalli|bellary|siruguppa|u hosalli|1582|1.0
bidar|aurad|aurad east|bidar|aurad|aurad east|9431|1.0
bidar|aurad|aurad urdu|bidar|aurad|aurad urdu|9218|1.0
bidar|aurad|aurad west|bidar|aurad|aurad west|9219|1.0
bidar|aurad|belkuni(ch)|bidar|aurad|belkuni(ch)|981|1.0
bidar|aurad|bhandar kumta|bidar|aurad|bhandar kumta|989|1.0
bidar|aurad|ch dapka|bidar|aurad|ch dapka|986|1.0
bidar|aurad|chemegaon marathi|bidar|aurad|chemegaon marathi|9220|1.0
bidar|aurad|chintaki|bidar|aurad|chintaki|975|1.0
bidar|aurad|dongaon (m)|bidar|aurad|dongaon (m)|987|1.0
bidar|aurad|ekamba|bidar|aurad|ekamba|982|1.0
bidar|aurad|eklara|bidar|aurad|eklara|9221|1.0
bidar|aurad|gadikushnoor|bidar|aurad|gadikushnoor|9222|1.0
bidar|aurad|gudapalli|bidar|aurad|gudapalli|9223|1.0
bidar|aurad|holesamudra|bidar|aurad|holesamudra|983|1.0
bidar|aurad|jamagi|bidar|aurad|jamagi|9224|1.0
bidar|aurad|kamalnagar|bidar|aurad|kamalnagar|977|1.0
bidar|aurad|koudgoan|bidar|aurad|koudgoan|988|1.0
bidar|aurad|kushnoor-t|bidar|aurad|kushnoor-t|976|1.0
bidar|aurad|lingi marathi|bidar|aurad|lingi marathi|9225|1.0
bidar|aurad|mudhol (b)|bidar|aurad|mudhol (b)|9226|1.0
bidar|aurad|murki|bidar|aurad|murki|978|1.0
bidar|aurad|santhpur|bidar|aurad|santhpur|979|1.0
bidar|aurad|santhpur urdu|bidar|aurad|santhpur urdu|9432|1.0
bidar|aurad|sundal|bidar|aurad|sundal|984|1.0
bidar|aurad|torna|bidar|aurad|torna|985|1.0
bidar|aurad|wadgaon|bidar|aurad|wadgaon|980|1.0
bidar|basavakalyan|basavakalayan-east|bidar|basavakalyan|basavakalayan-east|9622|1.0
bidar|basavakalyan|basavakalayan-west|bidar|basavakalyan|basavakalayan-west|9623|1.0
bidar|basavakalyan|belura|bidar|basavakalyan|belura|1000|1.0
bidar|basavakalyan|bhosga marathi|bidar|basavakalyan|bhosga marathi|9227|1.0
bidar|basavakalyan|chandikapur|bidar|basavakalyan|chandikapur|1001|1.0
bidar|basavakalyan|ghotala|bidar|basavakalyan|ghotala|998|1.0
bidar|basavakalyan|harkood|bidar|basavakalyan|harkood|997|1.0
bidar|basavakalyan|hulsoor|bidar|basavakalyan|hulsoor|991|1.0
bidar|basavakalyan|islampur|bidar|basavakalyan|islampur|9433|1.0
bidar|basavakalyan|kalkora|bidar|basavakalyan|kalkora|1005|1.0
bidar|basavakalyan|kherda (b)|bidar|basavakalyan|kherda (b)|9228|1.0
bidar|basavakalyan|kitta|bidar|basavakalyan|kitta|1003|1.0
bidar|basavakalyan|kohinoor|bidar|basavakalyan|kohinoor|992|1.0
bidar|basavakalyan|ladwanthi|bidar|basavakalyan|ladwanthi|1004|1.0
bidar|basavakalyan|manthal|bidar|basavakalyan|manthal|994|1.0
bidar|basavakalyan|mirkhal marathi|bidar|basavakalyan|mirkhal marathi|9229|1.0
bidar|basavakalyan|muchalam|bidar|basavakalyan|muchalam|1002|1.0
bidar|basavakalyan|mudbi|bidar|basavakalyan|mudbi|993|1.0
bidar|basavakalyan|nirgudi|bidar|basavakalyan|nirgudi|9230|1.0
bidar|basavakalyan|rajeshwar|bidar|basavakalyan|rajeshwar|995|1.0
bidar|basavakalyan|rajola|bidar|basavakalyan|rajola|9231|1.0
bidar|basavakalyan|sastapur|bidar|basavakalyan|sastapur|996|1.0
bidar|basavakalyan|ujalam|bidar|basavakalyan|ujalam|999|1.0
bidar|bhalki|alwai marathi|bidar|bhalki|alwai marathi|9232|1.0
bidar|bhalki|ambesangvi|bidar|bhalki|ambesangvi|1015|1.0
bidar|bhalki|balur|bidar|bhalki|balur|9233|1.0
bidar|bhalki|bhalki-central|bidar|bhalki|bhalki-central|9234|1.0
bidar|bhalki|bhalki-gunj|bidar|bhalki|bhalki-gunj|9235|1.0
bidar|bhalki|bhalki -urban|bidar|bhalki|bhalki -urban|1008|1.0
bidar|bhalki|bhalki (urdu)|bidar|bhalki|bhalki (urdu)|9236|1.0
bidar|bhalki|bhatambra|bidar|bhalki|bhatambra|1019|1.0
bidar|bhalki|bhatambra (urdu)|bidar|bhalki|bhatambra (urdu)|9237|1.0
bidar|bhalki|bhatsangvi|bidar|bhalki|bhatsangvi|9238|1.0
bidar|bhalki|dongapur|bidar|bhalki|dongapur|1020|1.0
bidar|bhalki|halbarga|bidar|bhalki|halbarga|1009|1.0
bidar|bhalki|halbarga (urdu)|bidar|bhalki|halbarga (urdu)|9239|1.0
bidar|bhalki|halhalli (k)|bidar|bhalki|halhalli (k)|1010|1.0
bidar|bhalki|halsi (l)|bidar|bhalki|halsi (l)|9240|1.0
bidar|bhalki|kalwadi|bidar|bhalki|kalwadi|9241|1.0
bidar|bhalki|kanaji|bidar|bhalki|kanaji|1016|1.0
bidar|bhalki|khatak-chincholi|bidar|bhalki|khatak-chincholi|1011|1.0
bidar|bhalki|lakhangaon|bidar|bhalki|lakhangaon|1012|1.0
bidar|bhalki|mehakar|bidar|bhalki|mehakar|1018|1.0
bidar|bhalki|morambi|bidar|bhalki|morambi|1022|1.0
bidar|bhalki|nittur (b)|bidar|bhalki|nittur (b)|1013|1.0
bidar|bhalki|saigaon|bidar|bhalki|saigaon|1014|1.0
bidar|bhalki|wanjarkhed marathi|bidar|bhalki|wanjarkhed marathi|9242|1.0
bidar|bhalki|warwatti (b)|bidar|bhalki|warwatti (b)|9439|1.0
bidar|bidar|aliamber|bidar|bidar|aliamber|1036|1.0
bidar|bidar|amlapur|bidar|bidar|amlapur|1041|1.0
bidar|bidar|andura|bidar|bidar|andura|1032|1.0
bidar|bidar|bagdal|bidar|bidar|bagdal|1027|1.0
bidar|bidar|baroor|bidar|bidar|baroor|9243|1.0
bidar|bidar|chatnalli|bidar|bidar|chatnalli|9244|1.0
bidar|bidar|chidri|bidar|bidar|chidri|1038|1.0
bidar|bidar|chimkod|bidar|bidar|chimkod|9245|1.0
bidar|bidar|faizpura urdu|bidar|bidar|faizpura urdu|9246|1.0
bidar|bidar|gadagi|bidar|bidar|gadagi|1033|1.0
bidar|bidar|haladkeri|bidar|bidar|haladkeri|1040|1.0
bidar|bidar|hamilapur urdu|bidar|bidar|hamilapur urdu|9247|1.0
bidar|bidar|janwada|bidar|bidar|janwada|1028|1.0
bidar|bidar|kadwad|bidar|bidar|kadwad|1044|1.0
bidar|bidar|kamthana|bidar|bidar|kamthana|1029|1.0
bidar|bidar|kolar(k)|bidar|bidar|kolar(k)|1043|1.0
bidar|bidar|kumbarwada|bidar|bidar|kumbarwada|9248|1.0
bidar|bidar|mailoor|bidar|bidar|mailoor|2900|1.0
bidar|bidar|malegaon|bidar|bidar|malegaon|1031|1.0
bidar|bidar|mandaknalli|bidar|bidar|mandaknalli|9249|1.0
bidar|bidar|mangalpet|bidar|bidar|mangalpet|1034|1.0
bidar|bidar|manhalli|bidar|bidar|manhalli|1030|1.0
bidar|bidar|maniyar taleem urdu|bidar|bidar|maniyar taleem urdu|9250|1.0
bidar|bidar|nagora|bidar|bidar|nagora|9251|1.0
bidar|bidar|naubad|bidar|bidar|naubad|9253|1.0
bidar|bidar|navadgeri|bidar|bidar|navadgeri|9252|1.0
bidar|bidar|rajgira|bidar|bidar|rajgira|1039|1.0
bidar|bidar|rammandir|bidar|bidar|rammandir|9254|1.0
bidar|bidar|ranjolkheni|bidar|bidar|ranjolkheni|1037|1.0
bidar|bidar|raotaleem|bidar|bidar|raotaleem|1042|1.0
bidar|bidar|rekulgi urdu|bidar|bidar|rekulgi urdu|9255|1.0
bidar|bidar|shahgunj|bidar|bidar|shahgunj|1035|1.0
bidar|humnabad|bemalkheda|bidar|humnabad|bemalkheda|1051|1.0
bidar|humnabad|benchincholi|bidar|humnabad|benchincholi|9256|1.0
