       district       |       block        |                name                |  id  |  id  |  id   
 bangalore u south    | south-4            | kyalasana halli                    |9541|8885|8940
 bangalore u south    | south-4            | marath halli                       |9541|8885|8947
 bangalore u south    | south-4            | thanisandra                        |9541|8885|8954
 bangalore u south    | south-4            | varthur                            |9541|8885|8963
 bangalore u south    | south-4            | ramamurthy nagar                   |9541|8885|9009
 bangalore u south    | south-4            | immadihalli                        |9541|8885|9010
 bangalore u south    | south-4            | jodihuskar                         |9541|8885|9011
 bangalore u south    | south-4            | bidarahalli                        |9541|8885|9164
 bangalore u south    | south-4            | medahalli                          |9541|8885|9176
 bangalore u south    | south-4            | urdu hoodi                         |9541|8885|9617
 bangalore u south    | south-4            | urdu k r pura                      |9541|8885|9618
 bangalore u south    | south-4            | vimanapura                         |9541|8885|9619
 bangalore u south    | south-4            | kodihalli                          |9541|8885|9620
 belgaum              | bailhongal         | ambadgatti                         |413|456|658
 belgaum              | bailhongal         | neginhal                           |413|456|659
 belgaum              | bailhongal         | belavadi                           |413|456|660
 belgaum              | bailhongal         | hanabarhatti                       |413|456|661
 belgaum              | bailhongal         | kittur                             |413|456|662
 belgaum              | bailhongal         | m.k.hubli                          |413|456|663
 belgaum              | bailhongal         | nesargi                            |413|456|664
 belgaum              | bailhongal         | sampagaon                          |413|456|665
 belgaum              | bailhongal         | anigol                             |413|456|9783
 belgaum              | bailhongal         | bailhongal                         |413|456|9784
 belgaum              | bailhongal         | bailur                             |413|456|9785
 belgaum              | bailhongal         | budarkatti                         |413|456|9786
 belgaum              | bailhongal         | chikkabagewadi                     |413|456|9787
 belgaum              | bailhongal         | deshnur                            |413|456|9788
 belgaum              | bailhongal         | hannikeri                          |413|456|9789
 belgaum              | bailhongal         | hosa kadarvalli                    |413|456|9790
 belgaum              | bailhongal         | kalbhavi                           |413|456|9791
 belgaum              | bailhongal         | kulavalli                          |413|456|9792
 belgaum              | bailhongal         | nagnoor                            |413|456|9793
 belgaum              | belgaum city       | mahantesh nagar (khps.24)          |413|457|666
 belgaum              | belgaum city       | vadagaon ( khps.14 )               |413|457|667
 belgaum              | belgaum city       | fulbag galli ( mhps.7 )            |413|457|668
 belgaum              | belgaum city       | tilakwadi ( mhps.9 )               |413|457|669
 belgaum              | belgaum city       | angol                              |413|457|9794
 belgaum              | belgaum city       | camp                               |413|457|9795
 belgaum              | belgaum city       | chavat galli                       |413|457|9796
 belgaum              | belgaum city       | ganapat galli                      |413|457|9797
 belgaum              | belgaum city       | gandhi nagar                       |413|457|9798
 belgaum              | belgaum city       | kanbargi                           |413|457|9799
 belgaum              | belgaum city       | khasbag                            |413|457|9800
 belgaum              | belgaum city       | phq                                |413|457|9801
 belgaum              | belgaum city       | sadashiv nagar                     |413|457|9802
 belgaum              | belgaum city       | shahapur                           |413|457|9803
 belgaum              | belgaum rural      | aralikatti                         |413|458|670
 belgaum              | belgaum rural      | belgundi                           |413|458|671
 belgaum              | belgaum rural      | hudli                              |413|458|672
 belgaum              | belgaum rural      | hindalga                           |413|458|673
 belgaum              | belgaum rural      | kadoli                             |413|458|674
