dist|blck|clst|village|pin|dise|name|dist|blck|clst|klpid|name|dise
 KOLAR                | KOLAR              | BEGLIHOSAHALLI                     | KORAGONDAHALLI                   |563101|29190719701| GLPS KORAGONDAHALLI| kolar             | kolar              | beglihosahalli            |17333| GLPS KORAGONDAHALLI                                        |29190719701
 KOLAR                | KOLAR              | BEGLIHOSAHALLI                     | KURUBARAHALLI                    |563101|29190720701| GLPS KURUBARAHALLI (DODDA| kolar             | kolar              | beglihosahalli            |17334| GLPS KURUBARAHALLI (DODDA                                  |29190720701
 KOLAR                | KOLAR              | MUDUVATTI                          | MUDUVATHI                        |563102|29190724001| GHPS MUDUVATHI| kolar             | kolar              | muduvatti                 |17335| GHPS MUDUVATHI                                             |29190724001
 KOLAR                | KOLAR              | JOOHALLI (URDU-1)                  | MUDUVATHI                        |563101|29190724002| GULPS MUDUVATHI| kolar             | kolar              | joohalli (urdu-1)         |17336| GULPS MUDUVATHI                                            |29190724002
 KOLAR                | KOLAR              | MUDUVATTI                          | MUDUVATHI                        |563130|29190724003| GLPS LAKSHMIPURA| kolar             | kolar              | muduvatti                 |17337| GLPS LAKSHMIPURA                                           |29190724003
 KOLAR                | KOLAR              | MUDUVATTI                          | NERNAHALLI                       |563101|29190725701| GLPS NERNAHALLI (MUDUVATHI)| kolar             | kolar              | muduvatti                 |17338| GLPS NERNAHALLI (MUDUVATHI)                                |29190725701
 KOLAR                | KOLAR              | MUDUVATTI                          | PARSHWAGANAHALLI                 |563101|29190726801| GLPS PARSHWAGANAHALLI| kolar             | kolar              | muduvatti                 |17339| GLPS PARSHWAGANAHALLI                                      |29190726801
 KOLAR                | KOLAR              | MUDUVATTI                          | SETTIGANAHALLI                   |563130|29190729201| GLPS SETTIGANAHALLI| kolar             | kolar              | muduvatti                 |17340| GLPS SETTIGANAHALLI                                        |29190729201
 KOLAR                | KOLAR              | MUDUVATTI                          | SETTIKOTHANUR                    |563130|29190729401| GHPS SETTIKOTHANUR| kolar             | kolar              | muduvatti                 |17341| GHPS SETTIKOTHANUR                                         |29190729401
 KOLAR                | KOLAR              | BEGLIHOSAHALLI                     | SINGONDAHALLI                    |563101|29190730301| GHPS SINGONDAHALLI| kolar             | kolar              | beglihosahalli            |17342| GHPS SINGONDAHALLI                                         |29190730301
 KOLAR                | KOLAR              | MUDUVATTI                          | VADAGER                          |563101|29190733701| GLPS VADAGERE| kolar             | kolar              | muduvatti                 |17343| GLPS VADAGERE                                              |29190733701
 KOLAR                | KOLAR              | MUDUVATTI                          | CHINNAPURA                       |563130|29190707802| GLPS CHINNAPURA (MUDUVATHI)| kolar             | kolar              | muduvatti                 |17344| GLPS CHINNAPURA (MUDUVATHI)                                |29190707802
 KOLAR                | KOLAR              | VADAGUR                            | AJJAPPALLI                       |563101|29190700701| GLPS AJJAPPANAHALLI| kolar             | kolar              | vadagur                   |17345| GLPS AJJAPPANAHALLI                                        |29190700701
 KOLAR                | KOLAR              | HUTHUR                             | BELAGANAHALLI                    |563101|29190703401| GLPS BELAGANAHALLI| kolar             | kolar              | huthur                    |17346| GLPS BELAGANAHALLI                                         |29190703401
 KOLAR                | KOLAR              | VADAGUR                            | CHANNARAYAPURA                   |563101|29190706701| GLPS CHANNARAYANAPURA| kolar             | kolar              | vadagur                   |17348| GLPS CHANNARAYANAPURA                                      |29190706701
 KOLAR                | KOLAR              | VADAGUR                            | GIRNAHALLI                       |563101|29190711201| GLPS GIRNAHALLI| kolar             | kolar              | vadagur                   |17349| GLPS GIRNAHALLI                                            |29190711201
 KOLAR                | KOLAR              | HUTHUR                             | HOLALI                           |563101|29190713701| GLPS HOLALI| kolar             | kolar              | huthur                    |17350| GLPS HOLALI                                                |29190713701
 KOLAR                | KOLAR              | HUTHUR                             | HOLALI                           |563101|29190713702| GLPS HOLALI HOSUR| kolar             | kolar              | huthur                    |17351| GLPS HOLALI HOSUR                                          |29190713702
 KOLAR                | KOLAR              | HUTHUR                             | HUTHUR                           |563101|29190714401| GHPS HUTHUR| kolar             | kolar              | huthur                    |17352| GHPS HUTHUR                                                |29190714401
 KOLAR                | KOLAR              | HUTHUR                             | HUTHUR                           |563101|29190714402| GLPS GUTLUR| kolar             | kolar              | huthur                    |17353| GLPS GUTLUR                                                |29190714402
 KOLAR                | KOLAR              | VADAGUR                            | KALAHASTIPURA                    |563101|29190716301| GLPS KALAHASTIPURA| kolar             | kolar              | vadagur                   |17354| GLPS KALAHASTIPURA                                         |29190716301
 KOLAR                | KOLAR              | VADAGUR                            | KEMBODI                          |563101|29190717802| GHPS KEMBODI| kolar             | kolar              | vadagur                   |17355| GHPS KEMBODI                                               |29190717802
 KOLAR                | KOLAR              | HUTHUR                             | NERNAHALLI                       |563101|29190725601| GLPS NERNAHALLI (HOOTHUR| kolar             | kolar              | huthur                    |17356| GLPS NERNAHALLI (HOOTHUR                                   |29190725601
 KOLAR                | KOLAR              | HUTHUR                             | RAMASANDRA                       |563101|29190728101| GLPS RAMASANDRA| kolar             | kolar              | huthur                    |17357| GLPS RAMASANDRA                                            |29190728101
 KOLAR                | KOLAR              | VADAGUR                            | SEESANDRA                        |563101|29190728901| GHPS SEESANDRA| kolar             | kolar              | vadagur                   |17358| GHPS SEESANDRA                                             |29190728901
 KOLAR                | KOLAR              | HUTHUR                             | THAMBIHALLI                      |563101|29190731803| GLPS THAMBIHALLI| kolar             | kolar              | huthur                    |17359| GLPS THAMBIHALLI                                           |29190731803
 KOLAR                | KOLAR              | HUTHUR                             | THAMBIHALLI                      |563101|29190731802| GLPS MEDITHAMBIHALLI| kolar             | kolar              | huthur                    |17360| GLPS MEDITHAMBIHALLI                                       |29190731802
 KOLAR                | KOLAR              | VADAGUR                            | THIMMASANDRA                     |563101|29190731901| GLPS THIMMASANDRA| kolar             | kolar              | vadagur                   |17361| GLPS THIMMASANDRA                                          |29190731901
 KOLAR                | KOLAR              | VADAGUR                            | VADAGUR                          |563101|29190733802| GHPS VADAGUR| kolar             | kolar              | vadagur                   |17362| GHPS VADAGUR                                               |29190733802
 KOLAR                | KOLAR              | HUTHUR                             | VITTAPPANAHALLI                  |563101|29190734901| GHPS VITTAPANAHALLI| kolar             | kolar              | huthur                    |17363| GHPS VITTAPANAHALLI                                        |29190734901
 KOLAR                | KOLAR              | HUTHUR                             | YANADAHALLI                      |563101|29190735401| GLPS YANADAHALLI| kolar             | kolar              | huthur                    |17364| GLPS YANADAHALLI                                           |29190735401
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | AGNIHALLI                        |563102|29190700501| GHPS AGNIHALLI| kolar             | kolar              | annihalli (manighatta)    |17365| GHPS AGNIHALLI                                             |29190700501
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | ANNIHALLI                        |563101|29190701601| GHPS ANNIHALLI| kolar             | kolar              | annihalli (manighatta)    |17366| GHPS ANNIHALLI                                             |29190701601
 KOLAR                | KOLAR              | KODIKANNUR                         | BESTHENAHALLI                    |563103|29190704001| GLPS BESTHENAHALLI| kolar             | kolar              | kodikannur                |17367| GLPS BESTHENAHALLI                                         |29190704001
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | BYALAHALLI                       |563101|29190705001| GHPS BYALAHALLI| kolar             | kolar              | annihalli (manighatta)    |17368| GHPS BYALAHALLI                                            |29190705001
 KOLAR                | KOLAR              | KODIKANNUR                         | CHINNAPURA                       |563103|29190707801| GLPS CHINNAPURA (MARJENAHALLI)| kolar             | kolar              | kodikannur                |17369| GLPS CHINNAPURA (MARJENAHALLI)                             |29190707801
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | GOOLGANAHALLI                    |563102|29190711301| GLPS GOOLIGANAHALLI| kolar             | kolar              | annihalli (manighatta)    |17370| GLPS GOOLIGANAHALLI                                        |29190711301
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | IRAGASANDRA                      |563101|29190714501| GHPS IRAGASANDRA| kolar             | kolar              | annihalli (manighatta)    |17371| GHPS IRAGASANDRA                                           |29190714501
 KOLAR                | KOLAR              | KODIKANNUR                         | KAMADENAHALLI                    |563101|29190716901| GHPS KAMADENAHALLI| kolar             | kolar              | kodikannur                |17372| GHPS KAMADENAHALLI                                         |29190716901
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | KARAHALLI                        |563102|29190717301| GLPS KARAHALLI| kolar             | kolar              | annihalli (manighatta)    |17373| GLPS KARAHALLI                                             |29190717301
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | KUDUVANAHALLI                    |563102|29190720301| GLPS KUDUVANAHALLI| kolar             | kolar              | annihalli (manighatta)    |17374| GLPS KUDUVANAHALLI                                         |29190720301
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | MANIGHATTA                       |563101|29190722501| GHPS MANIGATTA| kolar             | kolar              | annihalli (manighatta)    |17375| GHPS MANIGATTA                                             |29190722501
 KOLAR                | KOLAR              | RAHAMATH NAGARA (URDU-3)           | MARJENAHALLI                     |563101|29190722902| GULPS MARJENAHALLI| kolar             | kolar              | rahamath nagara (urdu-3)  |17376| GULPS MARJENAHALLI                                         |29190722902
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | MATHIKUNTE                       |563101|29190723301| GLPS MATHIKUNTE| kolar             | kolar              | annihalli (manighatta)    |17378| GLPS MATHIKUNTE                                            |29190723301
 KOLAR                | KOLAR              | ANNIHALLI (MANIGHATTA)             | NENUMANAHALLI                    |563102|29190725501| GLPS NENUMANAHALLI| kolar             | kolar              | annihalli (manighatta)    |17379| GLPS NENUMANAHALLI                                         |29190725501
 KOLAR                | KOLAR              | KODIKANNUR                         | PAREHOSAHALLI                    |563101|29190726701| GHPS PAREHOSAHALLI| kolar             | kolar              | kodikannur                |17380| GHPS PAREHOSAHALLI                                         |29190726701
 KOLAR                | KOLAR              | KODIKANNUR                         | YALACHIPURA                      |563101|29190735201| GLPS YALACHIPURA| kolar             | kolar              | kodikannur                |17383| GLPS YALACHIPURA                                           |29190735201
 KOLAR                | KOLAR              | KODIKANNUR                         | YALAVARA                         |563103|29190735301| GHPS YALAVARA| kolar             | kolar              | kodikannur                |17384| GHPS YALAVARA                                              |29190735301
 KOLAR                | KOLAR              | KODIKANNUR                         | MARJENAHALLI                     |563101|29190722905| GHPS MARJENAHALLI| kolar             | kolar              | kodikannur                |17385| GHPS Marjenahalli                                          |29190722905
 KOLAR                | KOLAR              | NARASAPURA                         | ACHATNAHALLI                     |563133|29190700301| GLPS ACHATNAHALLI| kolar             | kolar              | narasapura                |17386| GLPS ACHATNAHALLI                                          |29190700301
 KOLAR                | KOLAR              | NARASAPURA                         | APPASANDRA                       |563133|29190701701| GLPS APPASANDRA| kolar             | kolar              | narasapura                |17387| GLPS APPASANDRA                                            |29190701701
 KOLAR                | KOLAR              | BELAMARANAHALLI                    | BELAMARNAHALLI                   |563133|29190703501| GHPS BELAMARANAHALLI| kolar             | kolar              | narasapura                |17388| GHPS BELAMARANAHALLI                                       |29190703501
 KOLAR                | KOLAR              | NARASAPURA                         | BELLUR                           |563133|29190703801| GHPS BELLUR| kolar             | kolar              | narasapura                |17389| GHPS BELLUR                                                |29190703801
 KOLAR                | KOLAR              | BELAMARANAHALLI                    | CHAKARASANAHALLI                 |563133|29190705801| GHPS CHAKARASANAHALLI| kolar             | kolar              | narasapura                |17392| GHPS CHAKARASANAHALLI                                      |29190705801
 KOLAR                | KOLAR              | BELAMARANAHALLI                    | DANAVAHALLI                      |563133|29190708701| GLPS DANAVAHALLI| kolar             | kolar              | narasapura                |17393| GLPS DANAVAHALLI                                           |29190708701
 KOLAR                | KOLAR              | BELAMARANAHALLI                    | GUTTAHALLI                       |563133|29190712202| GLPS VISHWANATHAPURA| kolar             | kolar              | narasapura                |17394| GLPS VISHWANATHAPURA                                       |29190712202
 KOLAR                | KOLAR              | NARASAPURA                         | KARUDABANDE HOSAHALLI            |563133|29190717502| GLPS KARUDBANDE| kolar             | kolar              | narasapura                |17397| GLPS KARUDBANDE                                            |29190717502
 KOLAR                | KOLAR              | NARASAPURA                         | KARUDABANDE HOSAHALLI            |563133|29190717503| GHPS JODI KRISHNAPURA| kolar             | kolar              | narasapura                |17398| GHPS JODI KRISHNAPURA                                      |29190717503
 KOLAR                | KOLAR              | NARASAPURA                         | KHAJIKALLAHALLI                  |563133|29190718201| GHPS KAJIKALLAHALLI| kolar             | kolar              | narasapura                |17399| GHPS KAJIKALLAHALLI                                        |29190718201
 KOLAR                | KOLAR              | NARASAPURA                         | KURKI                            |563133|29190720501| GLPS KURKI| kolar             | kolar              | narasapura                |17400| GLPS KURKI                                                 |29190720501
 KOLAR                | KOLAR              | NARASAPURA                         | LAKSHMISAGARA                    |563133|29190721101| GLPS LAKSHMISAGARA| kolar             | kolar              | narasapura                |17401| GLPS LAKSHMISAGARA                                         |29190721101
 KOLAR                | KOLAR              | NARASAPURA                         | MALLASANDRA                      |563130|29190722102| GHPS MALLASANDRA| kolar             | kolar              | narasapura                |17402| GHPS MALLASANDRA                                           |29190722102
 KOLAR                | KOLAR              | DARGA (URDU-2)                     | NARASAPUR                        |563166|29190725201| GUHPS NARASAPURA| kolar             | kolar              | darga (urdu-2)            |17403| GUHPS NARASAPURA                                           |29190725201
 KOLAR                | KOLAR              | NARASAPURA                         | NARASAPUR                        |563133|29190725202| GMHPS NARASAPURA| kolar             | kolar              | narasapura                |17404| GMHPS NARASAPURA                                           |29190725202
 KOLAR                | KOLAR              | NARASAPURA                         | RAMASANDRA                       |563130|29190728201| GHPS RAMASANDRA| kolar             | kolar              | narasapura                |17405| GHPS RAMASANDRA                                            |29190728201
 KOLAR                | KOLAR              | BELAMARANAHALLI                    | SONNENAHALLI                     |563133|29190730901| GHPS SONNENAHALLI| kolar             | kolar              | narasapura                |17406| GHPS SONNENAHALLI                                          |29190730901
 KOLAR                | KOLAR              | NARASAPURA                         | UDDAPPANAHALLI                   |563101|29190733201| GLPS UDDAPPANAHALLI| kolar             | kolar              | narasapura                |17408| GLPS UDDAPPANAHALLI                                        |29190733201
 KOLAR                | KOLAR              | VAKKALERI                          | ALAHALLI                         |563130|29190700801| GLPS ALAHALLI| kolar             | kolar              | vakkaleri                 |17409| GLPS ALAHALLI                                              |29190700801
 KOLAR                | KOLAR              | VAKKALERI                          | BANAKANAHALLI                    |563130|29190702401| GLPS BANAKANAHALLI| kolar             | kolar              | vakkaleri                 |17410| GLPS BANAKANAHALLI                                         |29190702401
 KOLAR                | KOLAR              | JOOHALLI (URDU-1)                  | BETTA BENAJANAHALLI              |563101|29190704101| GUHPS BETTA BENAJANAHALLI| kolar             | kolar              | joohalli (urdu-1)         |17411| GUHPS BETTA BENAJANAHALLI                                  |29190704101
 KOLAR                | KOLAR              | VAKKALERI                          | BETTA BENAJANAHALLI              |563130|29190704102| GLPS BETTABENAJANAHALLI| kolar             | kolar              | vakkaleri                 |17412| GLPS BETTABENAJANAHALLI                                    |29190704102
 KOLAR                | KOLAR              | VAKKALERI                          | GURUGANJIGURKI                   |563130|29190711901| GLPS GURGANJIGURKI| kolar             | kolar              | vakkaleri                 |17413| GLPS GURGANJIGURKI                                         |29190711901
 KOLAR                | KOLAR              | VAKKALERI                          | MARAKANDAPURA                    |563130|29190723101| GLPS MARKANDAPURA| kolar             | kolar              | vakkaleri                 |17416| GLPS MARKANDAPURA                                          |29190723101
 KOLAR                | KOLAR              | VAKKALERI                          | MYLANDAHALLI                     |563130|29190724201| GHPS MYLANDAHALLI| kolar             | kolar              | vakkaleri                 |17417| GHPS MYLANDAHALLI                                          |29190724201
 KOLAR                | KOLAR              | VAKKALERI                          | SEEGAHALLI                       |563130|29190728701| GLPS SEEGAHALLI| kolar             | kolar              | vakkaleri                 |17418| GLPS SEEGAHALLI                                            |29190728701
 KOLAR                | KOLAR              | VAKKALERI                          | THIRUMALAKOPPA                   |563130|29190732301| GHPS THIRUMALAKOPPA| kolar             | kolar              | vakkaleri                 |17419| GHPS THIRUMALAKOPPA                                        |29190732301
 KOLAR                | KOLAR              | JOOHALLI (URDU-1)                  | VOKKALERI                        |563101|29190735001| GULPS VOKKALERI| kolar             | kolar              | joohalli (urdu-1)         |17420| GULPS VOKKALERI                                            |29190735001
 KOLAR                | KOLAR              | VAKKALERI                          | VOKKALERI                        |563130|29190735002| GHPS VOKKALERI| kolar             | kolar              | vakkaleri                 |17421| GHPS VOKKALERI                                             |29190735002
 KOLAR                | KOLAR              | VAKKALERI                          | VOKKALERI                        |563130|29190735004| GLPS SOMENAHALLI| kolar             | kolar              | vakkaleri                 |17422| GLPS SOMENAHALLI                                           |29190735004
 KOLAR                | KOLAR              | MUDUVADI                           | ARINAGANAHALLI                   |563126|29190702101| GLPS ARINAGANAHALLI| kolar             | kolar              | muduvadi                  |17423| GLPS ARINAGANAHALLI                                        |29190702101
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | BEERAMANAHALLI                   |563126|29190703001| GLPS BEERAMANAHALLI| kolar             | kolar              | thoradevandahalli         |17424| GLPS BEERAMANAHALLI                                        |29190703001
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | BELLAMBARI                       |563126|29190703701| GLPS BELLAMBARI| kolar             | kolar              | thoradevandahalli         |17425| GLPS BELLAMBARI                                            |29190703701
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | GANGATTA                         |563126|29190710701| GLPS GANGATTA| kolar             | kolar              | thoradevandahalli         |17426| GLPS GANGATTA                                              |29190710701
 KOLAR                | KOLAR              | JOOHALLI (URDU-1)                  | GANGATTA                         |563126|29190710702| GULPS GANGATTA| kolar             | kolar              | joohalli (urdu-1)         |17427| GULPS GANGATTA                                             |29190710702
 KOLAR                | KOLAR              | MUDUVADI                           | JANNAPPANAPALLI                  |563126|29190715301| GLPS JANNAPPANAHALLI| kolar             | kolar              | muduvadi                  |17428| GLPS JANNAPPANAHALLI                                       |29190715301
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | MALLASANDRA                      |563126|29190722101| GLPS MALLASANDRA| kolar             | kolar              | thoradevandahalli         |17429| GLPS MALLASANDRA                                           |29190722101
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | MOORANDAHALLI                    |563101|29190723701| GLPS MOORANDAHALLI| kolar             | kolar              | thoradevandahalli         |17430| GLPS MOORANDAHALLI                                         |29190723701
 KOLAR                | KOLAR              | MUDUVADI                           | MUDUVADI                         |563126|29190723801| GHPS MUDUVADI| kolar             | kolar              | muduvadi                  |17431| GHPS MUDUVADI                                              |29190723801
 KOLAR                | KOLAR              | MUDUVADI                           | MUDUVADI HOSAHALLI               |563126|29190723901| GHPS M HOSAHALLI| kolar             | kolar              | muduvadi                  |17432| GHPS M HOSAHALLI                                           |29190723901
 KOLAR                | KOLAR              | MUDUVADI                           | NAGANAYAKANAHALLI                |563101|29190724901| GHPS NAGANAYAKANAHALLI| kolar             | kolar              | muduvadi                  |17433| GHPS NAGANAYAKANAHALLI                                     |29190724901
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | NUKKANAHALLI                     |563126|29190725901| GHPS NAKKANAHALLI| kolar             | kolar              | thoradevandahalli         |17434| GHPS NAKKANAHALLI                                          |29190725901
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | POOVANDAHALLI                    |563101|29190727401| GLPS POOVANDAHALLI| kolar             | kolar              | thoradevandahalli         |17435| GLPS POOVANDAHALLI                                         |29190727401
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | THORADEVANDAHALLI                |563126|29190732601| GHPS THORADEVANDAHALLI| kolar             | kolar              | thoradevandahalli         |17436| GHPS THORADEVANDAHALLI                                     |29190732601
 KOLAR                | KOLAR              | MUDUVADI                           | THOTLIGANAHALLI                  |563126|29190732901| GLPS THOTLIGANAHALLI| kolar             | kolar              | muduvadi                  |17437| GLPS THOTLIGANAHALLI                                       |29190732901
 KOLAR                | KOLAR              | THORADEVANDAHALLI                  | YADAHALLI                        |563126|29190735101| GLPS YADAHALLI| kolar             | kolar              | thoradevandahalli         |17440| GLPS YADAHALLI                                             |29190735101
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | ARABHIKOTHANUR                   |563133|29190701801| GHPS ARABHIKOTHANUR| kolar             | kolar              | arabikothanur             |17441| GHPS ARABHIKOTHANUR                                        |29190701801
 KOLAR                | KOLAR              | SULUR                              | CHALLAHALLI                      |563133|29190706001| GLPS CHALLAHALLI| kolar             | kolar              | arabikothanur             |17442| GLPS CHALLAHALLI                                           |29190706001
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | CHALUVANAHALLI                   |563101|29190706101| GHPS CHALUVANAHALLI| kolar             | kolar              | arabikothanur             |17443| GHPS CHALUVANAHALLI                                        |29190706101
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | CHIKKAIYYUR                      |563130|29190707301| GHPS CHIKKAIYUR| kolar             | kolar              | arabikothanur             |17444| GHPS CHIKKAIYUR                                            |29190707301
 KOLAR                | KOLAR              | SULUR                              | CHOKKAHALLI                      |563101|29190708201| GLPS CHOKKAHALLI| kolar             | kolar              | arabikothanur             |17445| GLPS CHOKKAHALLI                                           |29190708201
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | CHOWDADENAHALLI                  |563101|29190708401| GLPS CHOWDADENAHALLI| kolar             | kolar              | arabikothanur             |17446| GLPS CHOWDADENAHALLI                                       |29190708401
 KOLAR                | KOLAR              | SULUR                              | CHUNCHEDENAHALLI                 |563133|29190708501| GHPS CHUNCHADENAHALLI| kolar             | kolar              | arabikothanur             |17447| GHPS CHUNCHADENAHALLI                                      |29190708501
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | DODDA IYYUR                      |563130|29190709801| GHPS DODDA IYYUR| kolar             | kolar              | arabikothanur             |17448| GHPS DODDA IYYUR                                           |29190709801
 KOLAR                | KOLAR              | DARGA (URDU-2)                     | DODDA IYYUR                      |563130|29190709802| GULPS DODDA IYYUR| kolar             | kolar              | darga (urdu-2)            |17449| GULPS DODDA IYYUR                                          |29190709802
 KOLAR                | KOLAR              | SULUR                              | GARUDANAHALLI                    |563101|29190710801| GHPS GARUDANAHALLI| kolar             | kolar              | arabikothanur             |17450| GHPS GARUDANAHALLI                                         |29190710801
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | GUNDDANAPURA                     |563130|29190711701| GLPS GUDDANAPURA| kolar             | kolar              | arabikothanur             |17451| GLPS GUDDANAPURA                                           |29190711701
 KOLAR                | KOLAR              | SULUR                              | HOGARI GOLLAHALLI                |563101|29190713601| GLPS HOGARI GOLLAHALLI| kolar             | kolar              | arabikothanur             |17453| GLPS HOGARI GOLLAHALLI                                     |29190713601
 KOLAR                | KOLAR              | SULUR                              | KENDATTI                         |563133|29190718001| GHPS KENDATTI| kolar             | kolar              | arabikothanur             |17454| GHPS KENDATTI                                              |29190718001
 KOLAR                | KOLAR              | DARGA (URDU-2)                     | KENDATTI                         |563133|29190718002| GULPS KENDATTI| kolar             | kolar              | darga (urdu-2)            |17455| GULPS KENDATTI                                             |29190718002
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | MADERAHALLI                      |563101|29190721701| GLPS MADERAHALLI| kolar             | kolar              | arabikothanur             |17456| GLPS MADERAHALLI                                           |29190721701
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | MADERAHALLI                      |563101|29190721702| GLPS BETHANI| kolar             | kolar              | arabikothanur             |17457| GLPS BETHANI                                               |29190721702
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | MANGASANDRA                      |563101|29190722401| GHPS MANGASANDRA| kolar             | kolar              | arabikothanur             |17458| GHPS MANGASANDRA                                           |29190722401
 KOLAR                | KOLAR              | SULUR                              | NAGALAPURA                       |563133|29190724601| GLPS NAGALAPURA| kolar             | kolar              | arabikothanur             |17459| GLPS NAGALAPURA                                            |29190724601
 KOLAR                | KOLAR              | SULUR                              | NUGGALAPURA                      |563133|29190725801| GLPS NUGGALAPURA| kolar             | kolar              | arabikothanur             |17460| GLPS NUGGALAPURA                                           |29190725801
 KOLAR                | KOLAR              | SULUR                              | PEMMASHETTIHALLI                 |563101|29190727001| GLPS PEMMASHETTIHALLI| kolar             | kolar              | arabikothanur             |17461| GLPS PEMMASHETTIHALLI                                      |29190727001
 KOLAR                | KOLAR              | SULUR                              | SULUR                            |563133|29190731301| GHPS SULUR| kolar             | kolar              | arabikothanur             |17462| GHPS SULUR                                                 |29190731301
 KOLAR                | KOLAR              | SULUR                              | TALAGUNDA                        |563101|29190731601| GHPS THALAGUNDA| kolar             | kolar              | arabikothanur             |17463| GHPS THALAGUNDA                                            |29190731601
 KOLAR                | KOLAR              | JOOHALLI (URDU-1)                  | TALAGUNDA                        |563101|29190731602| GUHPS THALAGUNDA| kolar             | kolar              | joohalli (urdu-1)         |17464| GUHPS THALAGUNDA                                           |29190731602
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | THYAVANAHALLI                    |563130|29190733101| GHPS THYAVANAHALLI| kolar             | kolar              | arabikothanur             |17465| GHPS THYAVANAHALLI                                         |29190733101
 KOLAR                | KOLAR              | ARABIKOTHANUR                      | VENKATAPURA                      |563130|29190734601| GLPS VENKATAPURA| kolar             | kolar              | arabikothanur             |17466| GLPS VENKATAPURA                                           |29190734601
 KOLAR                | KOLAR              | SUGATUR                            | BUSSANAHALLI                     |563101|29190704901| GLPS BUSANAHALLI| kolar             | kolar              | medihala                  |17467| GLPS BUSANAHALLI                                           |29190704901
 KOLAR                | KOLAR              | SUGATUR                            | BYAPPANAHALLI                    |563101|29190705101| GLPS BYAPPANAHALLI| kolar             | kolar              | sugatur                   |17468| GLPS BYAPPANAHALLI                                         |29190705101
 KOLAR                | KOLAR              | MEDIHALA                           | DHANAMATANAHALLI                 |563101|29190709101| GLPS DHANAMATNAHALLI| kolar             | kolar              | medihala                  |17469| GLPS DHANAMATNAHALLI                                       |29190709101
 KOLAR                | KOLAR              | MEDIHALA                           | ANDRAHALLI                       |563101|29190712501| GLPS ANDRAHALLI| kolar             | kolar              | medihala                  |17470| GLPS ANDRAHALLI                                            |29190712501
 KOLAR                | KOLAR              | SUGATUR                            | HANUMANTHAPURA                   |563101|29190712601| GLPS HANUMANTHAPURA| kolar             | kolar              | medihala                  |17471| GLPS HANUMANTHAPURA                                        |29190712601
 KOLAR                | KOLAR              | SUGATUR                            | KOLAKUNJANAHALLI                 |563101|29190718801| GLPS KOLAGUJANAHALLI| kolar             | kolar              | medihala                  |17472| GLPS KOLAGUJANAHALLI                                       |29190718801
 KOLAR                | KOLAR              | SUGATUR                            | MADAVAGURJENAHALLI               |563101|29190721401| GLPS MADAVA GURJENAHALLI| kolar             | kolar              | medihala                  |17473| GLPS MADAVA GURJENAHALLI                                   |29190721401
 KOLAR                | KOLAR              | MEDIHALA                           | MEDIHALA                         |563101|29190723501| GHPS MEDIHALLA| kolar             | kolar              | medihala                  |17474| GHPS MEDIHALLA                                             |29190723501
 KOLAR                | KOLAR              | MEDIHALA                           | PURAHALLI                        |563157|29190727501| GHPS PURAHALLI| kolar             | kolar              | medihala                  |17476| GHPS PURAHALLI                                             |29190727501
 KOLAR                | KOLAR              | MEDIHALA                           | SETTIHALLI                       |563101|29190729301| GHPS SETTIHALLI| kolar             | kolar              | medihala                  |17478| GHPS SETTIHALLI                                            |29190729301
 KOLAR                | KOLAR              | MEDIHALA                           | THOKALAGATTA                     |563157|29190732401| GLPS THOKALAGATTA| kolar             | kolar              | medihala                  |17479| GLPS THOKALAGATTA                                          |29190732401
 KOLAR                | KOLAR              | SUGATUR                            | UPPAKUNTE                        |563101|29190733401| GHPS UPPAKUNTE| kolar             | kolar              | medihala                  |17480| GHPS UPPAKUNTE                                             |29190733401
