       district       |     block_name     |            cluster_name            |           village_name           | pincode | school_code |                       school_name                        
 BAGALKOT             | BADAMI             | BADAMI                             | BADAMI WARD NO.2                 |587201|29020115206| ADARSHY VIDYALAY RMSA BADAMI
 BAGALKOT             | BADAMI             | BADAMI                             | BADAMI WARD NO.6                 |587201|29020115607| GOVT LPS KANTI VEERANNA A.C. BADAMI
 BAGALKOT             | BADAMI             | GULEDAGUDDA (W)                    | GULEDGUDD (T.M.C)                |587203|29020114740| GOVT LPS TIPPAPETH GULEDGUDD
 BAGALKOT             | BADAMI             | HALIGERI                           | NEERALAKERI                      |587206|29020112002| GOVT LPS NEERALAKERI TOTA 1
 BAGALKOT             | BADAMI             | HALIGERI                           | RADDERTIMMAPUR                   |587206|29020112604| GOVT LPS RADDERTIMMAPUR
 BAGALKOT             | BADAMI             | KULAGERI CROSS                     | KULAGERI                         |587155|29020109312| GOVT LPS A.C. KULAGERI
 BAGALKOT             | BADAMI             | NANDIKESWARA                       | MANGALAGUDDA                     |587201|29020110201| GOVT LPS MANGALAGUDD PLOT
 BAGALKOT             | BADAMI             | NEERABUDHIHAL                      | KARADIGUDDA  SA                  |587206|29020107502| GOVT LPS KARADIGUDD SA TOTA
 BAGALKOT             | BAGALKOT           | GULABAL                            | HIREHODLUR                       |587111|29020203402| GOVT LPS HOLDUR TOTA
 BAGALKOT             | BAGALKOT           | KADAMPUR                           | KADAMPUR                         |587103|29020204604| GOVTHPS SA -SIN- SA R.C.
 BAGALKOT             | BAGALKOT           | KADAMPUR                           | KADAMPUR                         |587111|29020204607| KASTUR BA SCHOOL NAVANAGAR
 BAGALKOT             | BAGALKOT           | KBS GADDANKERI                     | KESHANUR                         |587103|29020204902| GOVT HPS KESANUR TOTA
 BAGALKOT             | BAGALKOT           | KBS GADDANKERI                     | VEERAPUR                         |587103|29020208802| GOVT. HPS VEERAPUR RC
 BAGALKOT             | BAGALKOT           | KBS KALADAGI                       | KALADGI                          |587204|29020204714| GOVT LPS NAVAGRAM KALADAGI
 BAGALKOT             | BAGALKOT           | KBS KALADAGI                       | UDAGATTI                         |587204|29020208702| GOVT LPS UDAGATTI CROSS
 BAGALKOT             | BAGALKOT           | LEGISLATURE M SCHOOL NO4           | BAGALKOT WARD NO.3               |587101|29020210401| LPS NO-21 HALEPETH BAGALKOT
 BAGALKOT             | BAGALKOT           | MUGALOLLI                          | BENAKATTI                        |587111|29020200706| GOVT LPS BENAKATTI TOTA
 BAGALKOT             | BAGALKOT           | MUGALOLLI                          | HONNAKATTI                       |587111|29020204003| GOVT LPS SANGAM CROSS TOTA
 BAGALKOT             | BAGALKOT           | NAVANAGER                          | BAGALKOT WARD NO,23              |587103|29020212403| GOVT LPS NO22 SEC.57 NAVANAGAR
 BAGALKOT             | BAGALKOT           | TULSIGIRI                          | HIRESANSHI                       |587204|29020203503| GOVT LPS SANSHI CROSS
 BAGALKOT             | BAGALKOT           | TULSIGIRI                          | KALASKOPPA                       |587204|29020204802| GOVT LPS KALASAKOPPA JP
 BAGALKOT             | BAGALKOT           | URDU CRC EAST                      | BAGALKOT WARD NO.10              |587101|29020211113| GOVT UBLPS MUCHAKHANDI CROSS BGK
 BAGALKOT             | BAGALKOT           | URDU WEST                          | BAGALKOT WARD NO.28              |587102|29020213004| GOVT UBHPS NO.10 NAVANAGAR
 BAGALKOT             | BAGALKOT           | VIDYAGIRI                          | BAGALKOT WARD NO.22              |587103|29020212310| ADARSH VIDYALAY RMSA SCHOOL NAVANAGER BAGALKOT
 BAGALKOT             | BAGALKOT           | YADAHALLI-(BGK)                    | GADDANAKERI                      |587102|29020202903| GOVT HPS ANADINNI CROSS (AC
 BAGALKOT             | BAGALKOT           | YADAHALLI-(BGK)                    | SOKANADAGI                       |587204|29020208102| GOVT HPS SOKANADAGI TOTA
 BAGALKOT             | BILAGI             | ANAGWADI                           | BUDIHAL (SA)                     |587116|29020601405| GOVT LPS BUDIHAL SA TOTA
 BAGALKOT             | BILAGI             | ANAGWADI                           | KOVALLI                          |587116|29020604302| GOVT LPS KOVALLI P.K
 BAGALKOT             | BILAGI             | BILAGI                             | BILAGI WARD NO.2                 |587116|29020608012| ADARSH VIDYALAY R.M.S.A BILAGI
 BAGALKOT             | BILAGI             | GALAGALI                           | MUNDAGANUR                       |587301|29020604902| GOVT LPS MUNDAGANUR P.K.
 BAGALKOT             | BILAGI             | KANDAGAL                           | KANDAGAL                         |587116|29020603603| GOVT LPS CHICKSANGAM
 BAGALKOT             | BILAGI             | KUNDARGI                           | BAVALATTI                        |587116|29020600902| GOVT LPS ARADDI TOTA BAVALATTI
 BAGALKOT             | BILAGI             | SUNAG                              | HEGGUR                           |587116|29020603003| KGBV SCHOOL BILAGI CROSS HEGUR
 BAGALKOT             | BILAGI             | TEGGI                              | BALLUR                           |587117|29020600802| LPS KRISHNA BALLUR
 BAGALKOT             | BILAGI             | TEGGI                              | BISANAL                          |587117|29020601203| GOVT LPS AMOGHSIDDA BISANAL
 BAGALKOT             | BILAGI             | URDU CRC                           | BILAGI (T.P)                     |587116|29020601125| GOVT UBLPS JAMIAMASZID AREA BILAGI
 BAGALKOT             | BILAGI             | URDU CRC                           | ROLLI                            |587116|29020605303| GOVT ULPS ROLLI
 BAGALKOT             | HUNAGUND           | HUNGUND                            | HUNAGUND WARD 15                 |587118|29020720205| GOVT ADARSHA VIDYALAY ENG SCH HUNAGUND
 BAGALKOT             | HUNAGUND           | HUNGUND                            | HUNAGUND WARD 15                 |587118|29020720202| GOVT LPS DPEP, AMBEDKAR NAGAR HUNGUND
 BAGALKOT             | HUNAGUND           | ILAKAL EAST                        | ILKAL WARD NO.27                 |587125|29020718703| GOVT LPS DARGA B MARUTI N ILKAL
 BAGALKOT             | HUNAGUND           | ILAKAL EAST                        | ILKAL WARD NO.6                  |587125|29020716608| GOVT LPS BASAVANAGAR ILKAL
 BAGALKOT             | HUNAGUND           | ILKAL WEST                         | ILKAL RURAL                      |587125|29020708467| GOVT LPS (GK) ASHRAYA COL ILKAL
 BAGALKOT             | HUNAGUND           | KUDAL SANGAM                       | SANGAM                           |587115|29020713813| K.G.B.V. SCHOOL KUDAL SANGAM
 BAGALKOT             | HUNAGUND           | URDU HUNAGUND                      | AMINAGAD                         |587112|29020700616| GOVT UBLPS AMINAGAD
 BAGALKOT             | HUNAGUND           | URDU HUNAGUND                      | SANGAM                           |587115|29020713803| GOVT UBLPS K SANGAM
 BAGALKOT             | JAMAKHANDI         | BIDARI                             | BIDARI                           |587302|29020900711| GOVT LPS HALE JANAWAD
 BAGALKOT             | JAMAKHANDI         | BIDARI                             | CHIKKALAKI                       |586113|29020900905| GOVT HALE MALAPPAN VASTI CHIKKALKI
 BAGALKOT             | JAMAKHANDI         | CHIMMAD                            | CHIMMAD                          |587312|29020901104| GOVT HPS MAHALINGESHWAR TOTA CHIMMAD
 BAGALKOT             | JAMAKHANDI         | CHIMMAD                            | CHIMMAD                          |587312|29020901112| GOVT LPS GURAV TOTA CHIMMADA
 BAGALKOT             | JAMAKHANDI         | GADYAL                             | KURAGOD                          |587330|29020904602| GOVT LPS REVANSIDDESHWAR V KURAGOD
 BAGALKOT             | JAMAKHANDI         | GADYAL                             | TODALABAGI                       |586126|29020906711| GOVT LPS GADYAL TOTA GADYAL
 BAGALKOT             | JAMAKHANDI         | GOLABHAVI                          | GOLABHAVI                        |587315|29020901506| GOVT LPS GOLABHAVI TOTA NO.3
 BAGALKOT             | JAMAKHANDI         | GOLABHAVI                          | SASALATTI                        |587315|29020905805| GOVT LPS SALBN. VASTI SASALATTI
 BAGALKOT             | JAMAKHANDI         | HIPPARAGI                          | HIPPARGI                         |587311|29020902022| GOVT LPS KANGOUDAR TOTA HIPPARGI
 BAGALKOT             | JAMAKHANDI         | HIREPADASALAGI                     | HIREPADASALAGI                   |587301|29020902109| GOVT LPS H.KURBARVASTI HIREPADSLAG
 BAGALKOT             | JAMAKHANDI         | HULYAL                             | JAMAKHANDI (T.M.C)               |587301|29020903073| GOVT LPS GANDINAGAR JAMAKHANDI
 BAGALKOT             | JAMAKHANDI         | HULYAL                             | SIDDAPUR                         |587301|29020906203| GOVT LPS LAXMI GUDI SIDDAPUR
 BAGALKOT             | JAMAKHANDI         | HUNNUR                             | MADARAKANDI                      |587119|29020904903| GOVT HPS GANESH TOTA MADARAKANDI
 BAGALKOT             | JAMAKHANDI         | JAMAKHANDI EAST                    | JAMAKHANDI (T.M.C)               |587301|29020903072| GOVT LPS CHOUDAYYA NAGAR JAMAKHANDI
 BAGALKOT             | JAMAKHANDI         | JAMAKHANDI EAST                    | JAMAKHANDI WARD.NO.15            |587301|29020908802| GOVT PB PU JR.COLL. JAMAKHANDI
 BAGALKOT             | JAMAKHANDI         | JAMAKHANDI EAST                    | JAMAKHANDI WARD.NO.27            |587301|29020910003| GOVT ADARSH VIDYALAY RMSA JKD.
 BAGALKOT             | JAMAKHANDI         | JAMAKHANDI WEST                    | JAMAKHANDI WARD.NO.9             |587301|29020908204| KGBV SCHOOL JAMAKHANDI
 BAGALKOT             | JAMAKHANDI         | KONNUR                             | KONNUR                           |587121|29020904212| GOVT LPS HUDDAR TOTA KONNUR
 BAGALKOT             | JAMAKHANDI         | KONNUR                             | KONNUR                           |587121|29020904210| GOVT LPS MADDI VASTI KONNUR
 BAGALKOT             | JAMAKHANDI         | KONNUR                             | MAREGUDDI                        |587121|29020905108| GOVT LPS SINDUR VASTI MAREGUDDI
 BAGALKOT             | JAMAKHANDI         | MAIGUR                             | MAIGUR                           |587119|29020905003| GOVT LPS KUDRIBAI GUDI MAIGUR
 BAGALKOT             | JAMAKHANDI         | RABAKAVI                           | HANAGANDI                        |587315|29020901906| GOVT HPS HARIJAN VASTI HANAGANDI
 BAGALKOT             | JAMAKHANDI         | RABAKAVI                           | RABAKAVI                         |587314|29020905527| GOVT LPS BASAVANAGER RABAKAVI
 BAGALKOT             | JAMAKHANDI         | RABAKAVI                           | YARAGATTI                        |587312|29020907103| GOVT LPS KALLIGADDI TOTA YARAGATTI
 BAGALKOT             | JAMAKHANDI         | SAVALAGI                           | SAVALAGI                         |586126|29020905908| GOVT HPS JADHAV TOTA SAVALGI
 BAGALKOT             | JAMAKHANDI         | TERDAL EAST                        | TERADAL WARD.NO.16               |587315|29020915101| GOVT LPS D N ASHRAY COLONY TERDAL
 BAGALKOT             | JAMAKHANDI         | TERDAL EAST                        | TERADAL WARD.NO.19               |587315|29020915403| GOVT LPS B COL D NAGAR TERADAL
 BAGALKOT             | JAMAKHANDI         | TERDAL WEST                        | TERADAL WARD.NO.2                |587315|29020913705| GOVT LPS AMBEDKAR NAGAR TERDAL
 BAGALKOT             | JAMAKHANDI         | TERDAL WEST                        | TERADAL WARD.NO.4                |587315|29020913904| GOVT LPS TALLI TOTA TERADAL
 BAGALKOT             | JAMAKHANDI         | TODALBAGI                          | TODALABAGI                       |587322|29020906727| GOVT LPS SANSIDD CHOURI VASTI TOD.
 BAGALKOT             | JAMAKHANDI         | TUNGAL                             | TUBACHI                          |587119|29020906806| GOVT LPS DALWAI VASTI TUBCHI
 BAGALKOT             | JAMAKHANDI         | TUNGAL                             | TUNGAL                           |587330|29020906909| GOVT LPS BADAGI CROSS TUNGAL
 BAGALKOT             | JAMAKHANDI         | URDU JAMKHANDI                     | JAMAKHANDI WARD.NO.30            |587301|29020910302| GOVT ULPS M. COLONY JAMAKHANDI
 BAGALKOT             | JAMAKHANDI         | URDU JAMKHANDI                     | JAMAKHANDI WARD.NO.31            |587301|29020910405| GOVT ULPS RAHIMAT NAGAR JAMKHANDI
 BAGALKOT             | JAMAKHANDI         | URDU JAMKHANDI                     | KULAHALLI                        |587314|29020904312| GOVT ULPS KULAHALLI
 BAGALKOT             | JAMAKHANDI         | URDU RABAKAVI                      | HANAGANDI                        |587315|29020901910| GOVT ULPS SARADAR GUDD HANAGANDI
 BAGALKOT             | JAMAKHANDI         | URDU RABAKAVI                      | TERADAL WARD.NO.3                |587315|29020913801| GOVT UBMPS TERADAL
 BAGALKOT             | MUDHOL             | BELAGALI                           | BELAGALI                         |587113|29021100615| GOVT HPS MANTUR TOTA BELAGALI
 BAGALKOT             | MUDHOL             | BELAGALI                           | BELAGALI                         |587113|29021100623| GOVT LPS KORREMAN TO BELAGALI
 BAGALKOT             | MUDHOL             | BELAGALI                           | BELAGALI                         |587113|29021100620| GOVT LPS MALINGARAYA BELAGALI
 BAGALKOT             | MUDHOL             | BHANTANUR                          | BANTANUR                         |587204|29021100702| GOVT LPS BANTANUR JANATA PLOT
 BAGALKOT             | MUDHOL             | CHICHKHANDI                        | METAGUD                          |587313|29021105505| GOVT LPS DONI TOTA MEAGUDDA
 BAGALKOT             | MUDHOL             | HEBBAL                             | HEBBAL                           |587122|29021102707| GOVT LPS HEBBAL CROSS HEBBAL
 BAGALKOT             | MUDHOL             | HEBBAL                             | KASABA JAMBAGI (B.K)             |587122|29021103804| LPS NEW EXTEN. KASABA JAMBAGI
 BAGALKOT             | MUDHOL             | MACHAKANUR                         | ALGUNDI (BK)                     |587116|29021100204| GOVT LPS LAXANI TOTA ALAGUNDI BK
 BAGALKOT             | MUDHOL             | MACHAKANUR                         | MACHAKNUR                        |587311|29021104403| GOVT.LPS NAVAGRAM MACHAKANUR
 BAGALKOT             | MUDHOL             | MADABHAVI                          | MAHALINGAPUR (T.M.C)             |587312|29021104627| GOVT LPS NARAGATTI TOTA MARAPUR
 BAGALKOT             | MUDHOL             | MADABHAVI                          | MARAPUR                          |587312|29021105201| GOVT LPS MARAPUR TOTA MARAPUR
 BAGALKOT             | MUDHOL             | MAHALINGAPUR KGS                   | MAHALINGPUR WARD.NO.20           |587312|29021113001| GOVT HPS KENGERI MADDI MAHALINGAPUR
 BAGALKOT             | MUDHOL             | MAHALINGAPUR MPS                   | DHAVALESHWAR                     |587312|29021102308| GOVT LPS DESHPANDE TOTA DHAVALESHWAR
 BAGALKOT             | MUDHOL             | MAHALINGAPUR MPS                   | MUDHOL WARD NO.1                 |587312|29021113401| GOVT L P S MYAGADI TOTA NANDAGAON
 BAGALKOT             | MUDHOL             | MAHALINGAPUR MPS                   | NANDGAON                         |587312|29021106205| GOVT LPS NANDAGAON VASTI NANDAGAON
 BAGALKOT             | MUDHOL             | MUDHOL PURVA                       | BALLUR                           |587313|29021110901| KGBV BALLUR R.C
 BAGALKOT             | MUDHOL             | MUDHOL PURVA                       | HEBBAL                           |587313|29021102706| HPS BALLUR PUNAR VASATI KENDRA
 BAGALKOT             | MUDHOL             | MUDHOL RM SCHOOL                   | MUDHOL RURAL                     |587313|29021105851| GOVT JAIHIND HPS MUDHOL 2
 BAGALKOT             | MUDHOL             | MUGALKHOD                          | MUGALKHOD                        |587113|29021105907| GOVT LPS BASAVANAGAR MUGALKHOD
 BAGALKOT             | MUDHOL             | SHIROL                             | SHIROL                           |587313|29021107017| GOVT LPS BEERASHIDDESWAR SHIROL
 BAGALKOT             | MUDHOL             | SURGAON                            | GIRIGAON                         |587313|29021111002| ADARSH VIDYLAY RMSA SCH
 BAGALKOT             | MUDHOL             | SURGAON                            | KULALI                           |587113|29021104108| GOVT LPS HUNSIGADDI TOTA KULALI
 BAGALKOT             | MUDHOL             | URDU MAHALING                      | MAHALINGPUR WARD.NO.21           |587312|29021113102| UBLPS KENGERI MADDI MAHALINGAP
 BAGALKOT             | MUDHOL             | URDU MAHALING                      | SAMEERAWADI                      |587316|29021106402| GOVT ULPS SAMEERWADI
 BAGALKOT             | MUDHOL             | URDU MUDHOL                        | MAHALINGPUR WARD.NO.8            |587313|29021111801| U B HPS JANATA PLOTA MUDHOL
 BAGALKOT             | MUDHOL             | URDU MUDHOL                        | MUDHOL RURAL                     |587313|29021105854| GOVT ULPS BEPARI GALLI MUDHOL
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | ANIGHATTA                        |562110|29210310501| G LPS ANIGHATTA
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | BIDALURU                         |562110|29210310201| G HPS BIDALURU
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | DASARAHALLI                      |562110|29210309701| G HPS DASARAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | KARAHALLI                        |562110|29210300801| G HPS KARAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | KODAGURKI                        |562110|29210309501| G HPS KODAGURKI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | MALIGENAHALLI                    |562110|29210310101| G LPS MALIGENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | MENASIGANAHALLI                  |562110|29210300301| G LPS MEESAGANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | MUDDA NAYAKANAHALLI              |562110|29210301001| G LPS MUDDANAYAKANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | MUDIGANAHALLI                    |562110|29210300701| G LPS MUDIGANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | SAVAKANAHALLI                    |562110|29210310401| G HPS SAVAKANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | SONNENAHALLI                     |562110|29210300901| G LPS SONNENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | THYLAGERE                        |562110|29210300401| G LPS THYLAGERE
 BANGALORE RURAL      | DEVANAHALLI        | BIDALURU                           | YAMBRAHALLI                      |562110|29210309601| G LPS YAMBRAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | BHYRAPURA                        |562135|29210307701| G LPS BHYRAPURA
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | BIJJAVARA                        |562110|29210306501| G HPS BIJJAVARA
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | CHIKKANAHALLI                    |562135|29210307001| G LPS CHIKKANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | DODDA MUDDENAHALLI               |562110|29210307101| G LPS DODDA MUDDENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | G. HOSAHALLI                     |562103|29210306102| G LPS CHIKKA MARALI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | G. HOSAHALLI                     |562110|29210306101| G LPS G.HOSAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | GOLLAHALLI                       |562110|29210306201| G LPS GOLLAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | GONURU                           |562110|29210306301| G LPS GONURU
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | HAROHALLI                        |562110|29210307401| G HPS HAROHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | HOLERAHALLI                      |562110|29210307201| G LPS HOLERAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | IRIGENAHALLI                     |562110|29210306001| G LPS IRIGENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | THIMMAHALLI                      |562110|29210307301| G LPS THIMMAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BIJJAVARA                          | VENKATAGIRIKOTE                  |562110|29210305903| G LPS BILLAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | BOODIGERE                          | BOODIGERE                        |562129|29210316506| G LPGS BOODIGERE
 BANGALORE RURAL      | DEVANAHALLI        | BOODIGERE                          | BOODIGERE                        |562129|29210316502| G UHPS BOODIGERE
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | BEEDIGANAHALLI                   |562135|29210313401| G LPS BEEDIGANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | CHANNARAYAPATNA                  |562135|29210313501| G HPS CHANNARAYAPATNA
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | CHANNARAYAPATNA                  |562135|29210313503| G LPS DINNURU
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | DODDA KURUBARAHALLI              |562129|29210314301| G HPS DODDA KURUBARAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | GOPASANDRA                       |562129|29210314501| G LPS GOPASANDRA
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | HYADALA                          |562135|29210313301| G LPS HYADALA
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | IBASAPURA                        |562129|29210314403| G LPS AMBALIPURA
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | KONAGINABELE                     |562129|29210314601| G LPS KONAGINABELE
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | NAGANAYAKANAHALLI                |562135|29210314101| G HPS NAGANAYAKANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | PALYA                            |562135|29210314201| G LPS PALYA
 BANGALORE RURAL      | DEVANAHALLI        | CHANNARAYAPATNA                    | VARADENAHALLI                    |562129|29210314701| G HPS VARADENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DEVANAHALLI TOWN]                  | DEVANAHALLI TOWN                 |562110|29210316912| G MPGS DEVANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DEVANAHALLI TOWN]                  | DEVANAHALLI TOWN                 |562110|29210316917| G UHPS DEVANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | ANNESHWARA                       |562110|29210312701| G HPS ANNESHWARA
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | BHUVANAHALLI                     |562110|29210312401| G LPS BHUVANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | BYCHAPURA                        |562110|29210312601| G HPS BYCHAPURA
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | CHIKKA SANNE                     |562110|29210311701| G LPS CHIKKA SANNE
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | DODDA SANNE                      |562110|29210312501| G HPS DODDA SANNE
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | KANNAMANGALA                     |562110|29210312201| G HPS KANNAMANGALA
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | KANNAMANGALA                     |562110|29210312203| G LPS POOJANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | KANNAMANGALA PALYA               |562110|29210311801| G LPS KANNAMANGALA PALYA
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | KANNAMANGALA PALYA               |562110|29210311802| G UHPS KANNAMANGALA PALYA
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | MALLENAHALLI                     |562157|29210316101| G LPS MALLENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | YARAPPANAHALLI                   |562110|29210300501| G LPS YARAPPANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | DODDASANNE                         | YARTHIGANAHALLI                  |562110|29210312301| G HPS YARTHIGANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | ARALURU NAGENAHALLI              |563125|29210308101| G LPS HARALURU NAGENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | A. RANGANATHAPURA                |562135|29210306801| G LPS A. RANGANATHAPURA
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | A. RANGANATHAPURA                |562135|29210306802| G LPS P. RANGANATHA PURA
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | BHATRENAHALLI                    |562135|29210308201| G LPS BHATRENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | CHANDENAHALLI                    |562135|29210308601| G LPS CHANDENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | CHINUVANDANAHALLI                |562135|29210306701| G LPS CHINUVANDANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | C.N. HOSURU                      |562135|29210306401| G LPS C.N. HOSURU
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | GUDLU MUDDENAHALLI               |562135|29210306901| G HPS GUDLUMUDDENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | KOMMASANDRA                      |562135|29210308001| G HPS KOMMASANDRA
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | NARAYANAPURA                     |562135|29210306601| G HPS NARAYANAPURA
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | PURA                             |562135|29210307901| G LPS PURA
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | SHETTAHALLI                      |562135|29210308301| G LPS SHETTAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | VENKATENAHALLI                   |562135|29210308501| G LPS VENKATENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | GUDLUMUDDENAHALLI                  | YALUVALLI                        |562135|29210308401| G HPS YALUVALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | ARADESHANAHALLI                  |562110|29210303801| G HPS ARADESHANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | BETTENAHALLI                     |562110|29210304301| G LPS KAMENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | CHIKKANNANA HOSAHALLI            |562110|29210304001| G LPS CHIKKANNANA HOSAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | INDARASANAHALLI                  |562110|29210304502| G LPS E.HOSURU
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | INDARASANAHALLI                  |562110|29210304501| G LPS INDARASANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | JALIGE                           |562110|29210304203| G HPS BETTENAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | JALIGE                           |562110|29210304201| G HPS JALIGE
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | JALIGE                           |562110|29210304202| G LPS BASAVANAPURA
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | JUTTANAHALLI                     |562110|29210303701| G HPS JUTTANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | MARAGONDANAHALLI                 |562110|29210303901| G LPS MARAGONDANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | JALIGE                             | THINDLU                          |562110|29210303501| G HPS THINDLU
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | ARUVANAHALLI                     |562110|29210301701| G HPS ARUVANAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | CHIKKA GOLLAHALLI                |562110|29210301301| G HPS CHIKKA GOLLAHALLI
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | KOIRA                            |562110|29210301201| G HPS KOIRA
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | KOIRA                            |562110|29210301203| G LPS HOSURU
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | KOIRA                            |562110|29210301202| G LPS KOIRA COLONY
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | MANAGONDANAHALLI                 |562110|29210301602| G LPS JYOTHIPURA
 BANGALORE RURAL      | DEVANAHALLI        | KOIRA                              | MANAGONDANAHALLI                 |562110|29210301601| G LPS MANAGONDANAHALLI
